index,유기번호,썸네일,접수일,발견장소,품종,색상,나이,체중,공고번호,공고시작일,공고종료일,이미지,성별,중성화여부,특징,보호소이름,보호소전화번호,보호장소,관할기관,담당자,담당자연락처,특이사항,상태,x,y,SPECIAL_WORD,건강,친화성+,친화성-,친화성+강조,친화성-강조,api_친화성,api_건강점수,1년미만,출생연도,만나이,1년미만_주환산,1년이상_주환산,나이_주환산,체중_숫자,F,M,Q,N,U,Y,군집
2693,446488202200276,http://www.animal.go.kr/files/shelter/2022/10/202210201310344_s.jpg,20221020,도양읍 녹동신항6길 8,[개] 믹스견,베이지+흰색,2022(년생),7(Kg),전남-고흥-2022-00262,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201310344.jpg,M,U,"4개월 추정, 붙임성이 좋음",고흥군임시보호센터,010-3625-1447,"전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",전라남도 고흥군,이정인,061-830-5392,-,보호중,127.341010074017,34.5705457867544,4 개월 추정 붙임성 좋,[],[],[],[],[],0,7,['4개월'],2022,0,18.0,0,18.0,7.0,0,1,0,0,1,0,20
2694,446487202200134,http://www.animal.go.kr/files/shelter/2022/10/202210201610678_s.jpg,20221020,구례군 토지면 파도리 에스오일 주유소 인근,[개] 믹스견,연갈색,2019(년생),16(Kg),전남-구례-2022-00121,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201610678.jpg,F,N,리트리버 믹스 경계심 있음 목줄 미착용,구례군동물보호센터,061-781-2022,전라남도 구례군 용방면 용방로 64-11  ,전라남도 구례군,임형만,061-781-2022,-,보호중,127.458782462917,35.2224149873982,리 트리 벌 경계심 있음 목줄 미 착용,[],[],[['리트리버 믹스 경계심 있음 목줄 미착용']],[],[],-1,7,[],2019,3,None,156,156.0,16.0,1,0,0,1,0,0,18
2695,446482202200690,http://www.animal.go.kr/files/shelter/2022/10/202210211710606_s.jpg,20221020,별량면,[개] 믹스견,"흰,검",2020(년생),28.1(Kg),전남-순천-2022-00629,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210211710606.jpg,F,N,"심장사상충:양성,종합백신,코로나장염,광견병접종,레볼루션,",순천시유기동물보호소,061-749-8793,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",전라남도 순천시,순천시,061-749-3094,-,보호중,127.379419767947,35.0158098270116,심장 사상충 양성 종합 백신 코로나 장염 광견병 접종 레 볼,"[['심장사상충:양성,종합백신,코로나장염,광견병접종,레볼루션,'], ['심장사상충:양성,종합백신,코로나장염,광견병접종,레볼루션,'], ['심장사상충:양성,종합백신,코로나장염,광견병접종,레볼루션,']]",[],[],[],[],0,4,[],2020,2,None,104,104.0,28.1,1,0,0,1,0,0,44
2696,445470202200917,http://www.animal.go.kr/files/shelter/2022/10/202210201810866_s.jpg,20221020,대산면 수덕리 645-2,[개] 믹스견,갈색,2018(년생),9(Kg),전북-남원-2022-00567,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201810866.png,M,N,피부질환,하나동물병원,063-634-7582,전라북도 남원시 왕정동 67 ,전라북도 남원시,남원시,063-620-6420,-,보호중,127.354180169191,35.4101359744726,피부 질환,"[['피부질환'], ['피부질환']]",[],[],[],[],0,5,[],2018,4,None,208,208.0,9.0,0,1,0,1,0,0,38
2697,444568202201140,http://www.animal.go.kr/files/shelter/2022/10/202210200910356_s.jpg,20221020,당진시 시청공원,[개] 믹스견,갈색,2020(년생),11.00(Kg),충남-당진-2022-00470,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210200910356.jpg,M,U,"피부병심함, 경계심함",당진시동물보호소,041-356-8210,충청남도 당진시 고대면 연동로 30-6 (고대면) ,충청남도 당진시,당진시,041-350-4250,-,보호중,126.596263977381,36.9340405332694,피부병 심 경계심,"[['피부병심함, 경계심함']]",[],"[['피부병심함, 경계심함']]",[],"[['피부병심함, 경계심함']]",-2,6,[],2020,2,None,104,104.0,11.0,0,1,0,0,1,0,11
2698,444452202201656,http://www.animal.go.kr/files/shelter/2022/10/202210201410596_s.jpg,20221020,영인산 자연휴양림 올라가는 등산로,[개] 믹스견,갈색,2022(년생),6(Kg),충남-아산-2022-00866,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201410596.jpg,F,N,1656호(관리) 866호(공고) 4개월추정,아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9  ,충청남도 아산시,이호석,041-537-3845,-,보호중,127.004816539859,36.8068965488798,1656 호 관리 866 호 공고 4 개월 추정,[],[],[],[],[],0,7,['4개월'],2022,0,18.0,0,18.0,6.0,1,0,0,1,0,0,20
2699,443440202200308,http://www.animal.go.kr/files/shelter/2022/10/20221020141050_s.jpg,20221020,미당한마음아파트 주차장 ,[개] 믹스견,검정 흰색,2021(년생),5.2(Kg),충북-제천-2022-00204,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/20221020141050.jpg,F,N,"파랑색 목줄착용, 온순함",제천시 동물보호센터,043-647-0059,충청북도 제천시 금성면 적성로8길 51 (금성면) ,충청북도 제천시,제천시,043-641-6874,-,보호중,128.215049889637,37.0845657352092,파랑색 목줄 착용 온순,[],"[['파랑색 목줄착용, 온순함'], ['파랑색 목줄착용, 온순함']]",[],[],[],2,7,[],2021,1,None,52,52.0,5.2,1,0,0,1,0,0,29
2700,442431202200236,http://www.animal.go.kr/files/shelter/2022/10/202210201010128_s.jpg,20221020,간동면 파로호로 905-65,[개] 믹스견,흰색,2022(년생),3.00(Kg),강원-화천-2022-00092,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201010128.jpg,M,U,온순함.,화천군농업기술센터,033-440-2941,강원도 화천군 상서면 영서로 6387-9  화천농업기술센터,강원도 화천군,가축방역담당,033-440-2942,-,보호중,127.681949070213,38.1158435740215,온순,[],"[['온순함.'], ['온순함.']]",[],[],[],2,7,[],2022,0,None,0,27.0,3.0,0,1,0,0,1,0,29
2701,442431202200235,http://www.animal.go.kr/files/shelter/2022/10/202210201010527_s.jpg,20221020,간동면 파로호로 905-65,[개] 믹스견,흰색,2022(년생),3.00(Kg),강원-화천-2022-00091,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201010527.jpg,F,U,온순함.,화천군농업기술센터,033-440-2941,강원도 화천군 상서면 영서로 6387-9  화천농업기술센터,강원도 화천군,가축방역담당,033-440-2942,-,보호중,127.681949070213,38.1158435740215,온순,[],"[['온순함.'], ['온순함.']]",[],[],[],2,7,[],2022,0,None,0,27.0,3.0,1,0,0,0,1,0,29
2702,442431202200234,http://www.animal.go.kr/files/shelter/2022/10/202210201010594_s.jpg,20221020,간동면 파로호로 905-65,[개] 믹스견,흰색,2022(년생),3.00(Kg),강원-화천-2022-00090,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201010594.jpg,F,U,온순함.,화천군농업기술센터,033-440-2941,강원도 화천군 상서면 영서로 6387-9  화천농업기술센터,강원도 화천군,가축방역담당,033-440-2942,-,보호중,127.681949070213,38.1158435740215,온순,[],"[['온순함.'], ['온순함.']]",[],[],[],2,7,[],2022,0,None,0,27.0,3.0,1,0,0,0,1,0,29
2703,442431202200233,http://www.animal.go.kr/files/shelter/2022/10/202210201010778_s.jpg,20221020,화천읍 산수화로 6길 17,[개] 믹스견,크림색,2017(년생),8.00(Kg),강원-화천-2022-00089,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201010778.jpg,M,U,경계가 심함.,화천군농업기술센터,033-440-2941,강원도 화천군 상서면 영서로 6387-9  화천농업기술센터,강원도 화천군,가축방역담당,033-440-2942,-,보호중,127.681949070213,38.1158435740215,경계 심하,[],[],[['경계가 심함.']],[],[],-1,7,[],2017,5,None,260,260.0,8.0,0,1,0,0,1,0,15
2704,442431202200232,http://www.animal.go.kr/files/shelter/2022/10/202210200910958_s.jpg,20221020,사내면 만산동로 6 명선농원,[개] 포인터,갈색 점박이,2019(년생),20.00(Kg),강원-화천-2022-00088,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210200910958.jpg,M,U,온순하며 사람을 매우 좋아함.,화천군농업기술센터,033-440-2941,강원도 화천군 상서면 영서로 6387-9  화천농업기술센터,강원도 화천군,가축방역담당,033-440-2942,-,보호중,127.681949070213,38.1158435740215,온순 사람 매우 좋아하,[],"[['온순하며 사람을 매우 좋아함.'], ['온순하며 사람을 매우 좋아함.'], ['온순하며 사람을 매우 좋아함.']]",[],[['온순하며 사람을 매우 좋아함.']],[],4,7,[],2019,3,None,156,156.0,20.0,0,1,0,0,1,0,19
2705,442427202200256,http://www.animal.go.kr/files/shelter/2022/10/202210201510633_s.jpg,20221020,영월읍 덕포우회길 329,[개] 믹스견,갈색,2022(년생),0.5(Kg),강원-영월-2022-00143,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201510633.png,M,N,임신한 유기견 출산,영월군위탁동물보호소,033-370-2392,강원도 영월군 영월읍 덕포우회길 329  ,강원도 영월군,가축방역,033-370-1613,-,보호중,128.476222434719,37.1691301490155,임신 유기 견 출산,[['임신한 유기견 출산']],[],[],[],[],0,6,[],2022,0,None,0,27.0,0.5,0,1,0,1,0,0,45
2706,442427202200255,http://www.animal.go.kr/files/shelter/2022/10/202210201510666_s.jpg,20221020,영월읍 덕포우회길 329,[개] 믹스견,갈색,2022(년생),0.5(Kg),강원-영월-2022-00142,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201510666.png,F,N,임신한 유기견 출산,영월군위탁동물보호소,033-370-2392,강원도 영월군 영월읍 덕포우회길 329  ,강원도 영월군,가축방역,033-370-1613,-,보호중,128.476222434719,37.1691301490155,임신 유기 견 출산,[['임신한 유기견 출산']],[],[],[],[],0,6,[],2022,0,None,0,27.0,0.5,1,0,0,1,0,0,45
2707,442427202200254,http://www.animal.go.kr/files/shelter/2022/10/202210201510943_s.jpg,20221020,영월읍 덕포우회길 329,[개] 믹스견,갈색,2022(년생),0.5(Kg),강원-영월-2022-00141,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201510943.png,F,N,임신한 유기견 출산,영월군위탁동물보호소,033-370-2392,강원도 영월군 영월읍 덕포우회길 329  ,강원도 영월군,가축방역,033-370-1613,-,보호중,128.476222434719,37.1691301490155,임신 유기 견 출산,[['임신한 유기견 출산']],[],[],[],[],0,6,[],2022,0,None,0,27.0,0.5,1,0,0,1,0,0,45
2708,442427202200253,http://www.animal.go.kr/files/shelter/2022/10/202210201510898_s.jpg,20221020,영월읍 덕포우회길 329,[개] 믹스견,갈색,2022(년생),0.5(Kg),강원-영월-2022-00140,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201510898.png,F,N,임신한 유기견 출산,영월군위탁동물보호소,033-370-2392,강원도 영월군 영월읍 덕포우회길 329  ,강원도 영월군,가축방역,033-370-1613,-,보호중,128.476222434719,37.1691301490155,임신 유기 견 출산,[['임신한 유기견 출산']],[],[],[],[],0,6,[],2022,0,None,0,27.0,0.5,1,0,0,1,0,0,45
2709,442421202200250,http://www.animal.go.kr/files/shelter/2022/10/202210201610154_s[1].jpg,20221020,하수종말처리장,[개] 푸들,갈색,2020(년생),2(Kg),강원-동해-2022-00205,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201610154.png,F,U,.,동해시유기동물보호소,033-522-2990,"강원도 동해시 대동로 159-13 (송정동, 동해시유기동물보호소) ",강원도 동해시,김형기,033-530-2435,-,보호중,129.118989211191,37.4851056560586,,[],[],[],[],[],0,7,[],2020,2,None,104,104.0,2.0,1,0,0,0,1,0,42
2710,442419202200924,http://www.animal.go.kr/files/shelter/2022/10/202210202210832_s.jpg,20221020,법웅사경내,[개] 믹스견,갈색,2012(년생),4.1(Kg),강원-원주-2022-00713,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210202210832.jpg,M,N,목줄착용,원주유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6 ,강원도 원주시,원주시,033-737-4444,-,보호중,127.912859397395,37.4163233297306,목줄 착용,[],[],[],[],[],0,7,[],2012,10,None,520,520.0,4.1,0,1,0,1,0,0,7
2711,442418202200797,http://www.animal.go.kr/files/shelter/2022/10/202210201410168_s.jpg,20221020,신샘밭로 715,[개] 믹스견,갈색,2017(년생),4(Kg),강원-춘천-2022-00459,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201410168.jpg,F,U,"갈색, 온순",춘천시 동물보호센터,033-245-5351,강원도 춘천시 신북읍 영서로 3282 (신북읍) (전)102보충대 주차장,강원도 춘천시,춘천시 동물보호센터,033-245-5785,-,보호중,-,-,갈색 온순,[],"[['갈색, 온순']]",[],[],[],1,7,[],2017,5,None,260,260.0,4.0,1,0,0,0,1,0,13
2712,441570202200825,http://www.animal.go.kr/files/shelter/2022/10/202210201910449_s.jpg,20221020,가남읍 삼군리,[개] 진도견,호반색,2022(년생),3.50(Kg),경기-여주-2022-00608,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201910449.jpg,M,N,"사람을 좋아하며, 매우온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 여주시,손영진,031-887-3132,-,보호중,127.575939870309,37.2972347527895,사람 좋아하 매우 온순,[],"[['사람을 좋아하며, 매우온순함'], ['사람을 좋아하며, 매우온순함'], ['사람을 좋아하며, 매우온순함']]",[],"[['사람을 좋아하며, 매우온순함']]",[],4,7,[],2022,0,None,0,27.0,3.5,0,1,0,1,0,0,28
2713,441570202200824,http://www.animal.go.kr/files/shelter/2022/10/202210201910966_s.jpg,20221020,흥천면 문장리,[개] 풍산견,황갈색,2022(년생),4.70(Kg),경기-여주-2022-00607,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201910966.jpg,M,N,"사람을 좋아하며, 매우온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 여주시,손영진,031-887-3132,-,보호중,127.575939870309,37.2972347527895,사람 좋아하 매우 온순,[],"[['사람을 좋아하며, 매우온순함'], ['사람을 좋아하며, 매우온순함'], ['사람을 좋아하며, 매우온순함']]",[],"[['사람을 좋아하며, 매우온순함']]",[],4,7,[],2022,0,None,0,27.0,4.7,0,1,0,1,0,0,28
2714,441553202202814,http://www.animal.go.kr/files/shelter/2022/10/202210201110466_s.jpg,20221020,안녕동 172-1,[개] 믹스견,"검정,갈색,흰색",2021(년생),5(Kg),경기-화성-2022-01120,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201110466.jpg,M,N,"소심한성격, 눈위에 갈색두점이 특징, 치와와를 닮음",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,경기도 화성시,반려가족팀,031-5189-6686,-,보호중,126.843424243234,37.2249499364242,소심 성격 눈 위 갈색 점 특징 치와와 닮음,[],[],"[['소심한성격, 눈위에 갈색두점이 특징, 치와와를 닮음']]",[],[],-1,7,[],2021,1,None,52,52.0,5.0,0,1,0,1,0,0,0
2715,441553202202813,http://www.animal.go.kr/files/shelter/2022/10/20221020111067_s.jpg,20221020,향남읍 요리 91-2,[개] 믹스견,"갈색,검정",2022(년생),4(Kg),경기-화성-2022-01119,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/20221020111067.jpg,M,N,"3개월추정, 배가통통하고 순함, 입주변이 검음",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,경기도 화성시,반려가족팀,031-5189-6686,-,보호중,126.843424243234,37.2249499364242,3 개월 추정 배 통통 하 순하 입 주변 검,[],"[['3개월추정, 배가통통하고 순함, 입주변이 검음']]",[],[],[],1,7,['3개월'],2022,0,13.5,0,13.5,4.0,0,1,0,1,0,0,9
2716,441553202202812,http://www.animal.go.kr/files/shelter/2022/10/202210201110123_s.jpg,20221020,우정읍 매향리 야구장 인근,[개] 말티즈,"흰색,회색",2016(년생),5(Kg),경기-화성-2022-01118,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201110123.jpg,F,U,"발견당시 털이많이 뭉쳐있고 진드기가발견됨, 구조자가 미용과 옷을 입혀주신 상황, 칩없음",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,경기도 화성시,반려가족팀,031-5189-6686,-,보호중,126.843424243234,37.2249499364242,발견 당시 털이 많이 뭉치 있 진드기 발견 구조 자가 미용 옷 입히 주신 상황 칩 없,"[['발견당시 털이많이 뭉쳐있고 진드기가발견됨, 구조자가 미용과 옷을 입혀주신 상황, 칩없음'], ['발견당시 털이많이 뭉쳐있고 진드기가발견됨, 구조자가 미용과 옷을 입혀주신 상황, 칩없음']]",[],[],[],[],0,5,[],2016,6,None,312,312.0,5.0,1,0,0,0,1,0,38
2717,441553202202811,http://www.animal.go.kr/files/shelter/2022/10/202210201110286_s.jpg,20221020,봉담읍 왕림리 612-23,[개] 믹스견,"검정,흰색",2020(년생),16(Kg),경기-화성-2022-01117,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201110286.jpg,F,U,"전체적으로 검정털, 가슴과 발끝이 흰털임, 갈색목띠착용",남양동물보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,경기도 화성시,반려가족팀,031-5189-6686,-,보호중,126.843424243234,37.2249499364242,전체적 검정 털 가슴 발끝 희 털 임 갈색 목 띠 착용,[],[],[],[],[],0,7,[],2020,2,None,104,104.0,16.0,1,0,0,0,1,0,39
2718,441416202200547,http://www.animal.go.kr/files/shelter/2022/10/202210201610345[1]_s.jpg,20221020,참마당(구) 캠핑장,[개] 믹스견,연갈,2018(년생),18.0(Kg),경기-가평-2022-00165,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201610345[1].jpg,M,N,"상면 (구)참마당 캠핑장 단지내 발견, 붉은색(낡음) 목걸이 착용/목죽 X",가평군유기동물보호소,031-580-4788,"경기도 가평군 가평읍 아랫마장길 59 (가평읍, 농업기술센터) 가평 유기동물 보호소(10:00~18:00)",경기도 가평군,고원경,031-580-4788,-,보호중,127.498655089039,37.8459721731891,상면 구 참 마당 캠핑 장 단지 발견 붉은색 낡 목걸이 착용 목죽,[],[],[],[],[],0,7,[],2018,4,None,208,208.0,18.0,0,1,0,1,0,0,2
2719,441407202201094,http://www.animal.go.kr/files/shelter/2022/10/202210201910574_s.jpg,20221020,증포동 이섭대천로,[개] 믹스견,흰색,2020(년생),21.00(Kg),경기-이천-2022-00604,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201910574.jpg,M,N,"겁이 다소있음, 온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 이천시,이정의,031-644-2612,-,보호중,127.575939870309,37.2972347527895,겁 다소 있음 온순,[],"[['겁이 다소있음, 온순함'], ['겁이 다소있음, 온순함']]","[['겁이 다소있음, 온순함']]",[],[],1,7,[],2020,2,None,104,104.0,21.0,0,1,0,1,0,0,2
2720,441407202201093,http://www.animal.go.kr/files/shelter/2022/10/202210201910297_s.jpg,20221020,호법면 매곡리,[개] 라브라도 리트리버,검정색,2019(년생),30.00(Kg),경기-이천-2022-00603,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201910297.jpg,M,N,"빨간색 목띠착용, 매우온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 이천시,이정의,031-644-2612,-,보호중,127.575939870309,37.2972347527895,빨간색 목 띠 착용 매우 온순,[],"[['빨간색 목띠착용, 매우온순함'], ['빨간색 목띠착용, 매우온순함']]",[],"[['빨간색 목띠착용, 매우온순함']]",[],3,7,[],2019,3,None,156,156.0,30.0,0,1,0,1,0,0,31
2721,441407202201092,http://www.animal.go.kr/files/shelter/2022/10/202210201910924_s.jpg,20221020,율면 오성리,[개] 믹스견,"흰색, 흑갈색",2016(년생),5.00(Kg),경기-이천-2022-00602,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201910924.jpg,F,N,매우온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 이천시,이정의,031-644-2612,-,보호중,127.575939870309,37.2972347527895,매우 온순,[],"[['매우온순함'], ['매우온순함']]",[],[['매우온순함']],[],3,7,[],2016,6,None,312,312.0,5.0,1,0,0,1,0,0,25
2722,441406202201202,http://www.animal.go.kr/files/shelter/2022/10/202210201310734_s.jpg,20221020,탄현면 금승리 124-3 인근,[개] 믹스견,흰색,2017(년생),26.3(Kg),경기-파주-2022-00573,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201310734.jpg,M,N,경계심 많음,파주독 애견호텔,031-949-9540,경기도 파주시 탄현면 방촌로 732-96 (탄현면) ,경기도 파주시,파주시 동물보호팀,031-940-4824,-,보호중,126.720209405652,37.8113517051254,경계심 많,[],[],[['경계심 많음']],[],[],-1,7,[],2017,5,None,260,260.0,26.3,0,1,0,1,0,0,24
2723,441401202201489,http://www.animal.go.kr/files/shelter/2022/10/202210201010406[2]_s.jpg,20221020,새재로 30,[개] 믹스견,아이보리,2022(년생),2.2(Kg),경기-시흥-2022-00640,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201010406[2].jpg,M,N,"생후 2개월로 추정, 활발한 편",시흥동물누리보호센터,031-310-6943,경기도 시흥시 뒷방울길 218 (정왕동) ,경기도 시흥시,최아름,031-310-2247,-,보호중,126.74254229678,37.3739688541248,생후 2 개월 추정 활발 편,[],"[['생후 2개월로 추정, 활발한 편']]",[],[],[],1,7,['2개월'],2022,0,9.0,0,9.0,2.2,0,1,0,1,0,0,9
2724,441399202202564,http://www.animal.go.kr/files/shelter/2022/10/202210201810654_s.jpg,20221020,수동면,[개] 믹스견,흰색,2019(년생),9.2(Kg),경기-남양주-2022-01163,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201810654.jpg,F,U,빨강색 목줄을 착용함.,남양주동물보호협회,031-591-7270,"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩) 1층",경기도 남양주시,남양주시,031-590-3991,-,보호중,127.207917874161,37.6339020767009,빨강색 목줄 착용,[],[],[],[],[],0,7,[],2019,3,None,156,156.0,9.2,1,0,0,0,1,0,27
2725,441399202202561,http://www.animal.go.kr/files/shelter/2022/10/202210201010373_s.jpg,20221020,진접읍,[개] 믹스견,연갈색,2022(년생),4.2(Kg),경기-남양주-2022-01162,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201010373.jpg,M,N,어린 강아지임.,남양주동물보호협회,031-591-7270,"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩) 1층",경기도 남양주시,남양주시,031-590-3991,-,보호중,127.207917874161,37.6339020767009,어리 강아지 임,[],[],[],[],[],0,7,[],2022,0,None,0,27.0,4.2,0,1,0,1,0,0,42
2726,441399202202560,http://www.animal.go.kr/files/shelter/2022/10/202210201010732_s.jpg,20221020,진접읍,[개] 믹스견,연갈색,2022(년생),3.0(Kg),경기-남양주-2022-01161,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201010732.jpg,F,N,어린 강아지임.,남양주동물보호협회,031-591-7270,"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩) 1층",경기도 남양주시,남양주시,031-590-3991,-,보호중,127.207917874161,37.6339020767009,어리 강아지 임,[],[],[],[],[],0,7,[],2022,0,None,0,27.0,3.0,1,0,0,1,0,0,42
2727,441399202202559,http://www.animal.go.kr/files/shelter/2022/10/202210201010720_s.jpg,20221020,진접읍,[개] 믹스견,연갈색,2022(년생),3.0(Kg),경기-남양주-2022-01160,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201010720.jpg,F,N,어린 강아지임.,남양주동물보호협회,031-591-7270,"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩) 1층",경기도 남양주시,남양주시,031-590-3991,-,보호중,127.207917874161,37.6339020767009,어리 강아지 임,[],[],[],[],[],0,7,[],2022,0,None,0,27.0,3.0,1,0,0,1,0,0,42
2728,441399202202558,http://www.animal.go.kr/files/shelter/2022/10/202210201010755_s.jpg,20221020,수동면,[개] 믹스견,검정색,2019(년생),19.0(Kg),경기-남양주-2022-01159,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201010755.jpg,M,N,목줄없음.,남양주동물보호협회,031-591-7270,"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩) 1층",경기도 남양주시,남양주시,031-590-3991,-,보호중,127.207917874161,37.6339020767009,목줄 없,[],[],[],[],[],0,7,[],2019,3,None,156,156.0,19.0,0,1,0,1,0,0,2
2729,441394202202189,http://www.animal.go.kr/files/shelter/2022/10/202210201510297_s.jpg,20221020,원당동 201-79부근,[개] 믹스견,황색,2022(년생),6(Kg),경기-고양-2022-00797,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201510297.jpg,M,N,없음,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,-,보호중,126.870086007514,37.649777903709,없,[],[],[],[],[],0,7,[],2022,0,None,0,27.0,6.0,0,1,0,1,0,0,20
2730,441394202202188,http://www.animal.go.kr/files/shelter/2022/10/20221020151048_s.jpg,20221020,대자동 623 부근,[개] 믹스견,흰색,2020(년생),9(Kg),경기-고양-2022-00796,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/20221020151048.jpg,F,U,피부병의심,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,-,보호중,126.870086007514,37.649777903709,피부병 심,[['피부병의심']],[],[],[],[],0,6,[],2020,2,None,104,104.0,9.0,1,0,0,0,1,0,30
2731,441393202202043,http://www.animal.go.kr/files/shelter/2022/10/202210201710868[1]_s.jpg,20221020,대부동동 산65-1부근,[개] 믹스견,흑갈,2020(년생),15(Kg),경기-안산-2022-01079,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201710868[1].jpg,M,N,"낯가림,소심함",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,-,보호중,126.870006367603,37.3402554005678,낯가림 소심,[],[],"[['낯가림,소심함'], ['낯가림,소심함']]",[],[],-2,7,[],2020,2,None,104,104.0,15.0,0,1,0,1,0,0,18
2732,441393202202042,http://www.animal.go.kr/files/shelter/2022/10/202210201710741[1]_s.jpg,20221020,대부동동 산65-1부근,[개] 믹스견,백,2020(년생),15(Kg),경기-안산-2022-01080,20221020,20221031,http://www.animal.go.kr/files/shelter/2022/10/202210201710741[1].jpg,M,N,"낯가림,소심함,설사",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,-,보호중,126.870006367603,37.3402554005678,낯가림 소심 설사,"[['낯가림,소심함,설사']]",[],"[['낯가림,소심함,설사'], ['낯가림,소심함,설사']]",[],[],-2,6,[],2020,2,None,104,104.0,15.0,0,1,0,1,0,0,11
