,유기번호,품종,나이,체중,특징,특징단어
5429,444452202201570,[개] 믹스견,2022(년생),2(Kg),1570호(관리) 822호(공고) 2개월추정 4-1,1570 호 관리 822 호 공고 2 개월 추정
5430,444452202201569,[개] 푸들,2018(년생),6(Kg),1569호(관리) 821호(공고) 미용 되어있음 좌이 끝부분에 출혈 있음,1569 호 관리 821 호 공고 미 용 되 있음 끝 부분 출혈 있음
5431,444452202201568,[개] 믹스견,2022(년생),3(Kg),1568호(관리) 820호(공고) 3개월추정 꼬리 끝 피부상태 안좋음,1568 호 관리 820 호 공고 3 개월 추정 꼬리 끝 피부 상태 안 좋
5432,444452202201567,[개] 믹스견,2022(년생),3(Kg),1567호(관리) 819호(공고)  2개월추정 꼬리 상태 안좋음 새끼6-6,1567 호 관리 819 호 공고 2 개월 추정 꼬리 상태 안 좋 새끼
5433,444452202201566,[개] 믹스견,2022(년생),3(Kg),1566호(관리) 818호(공고) 2개월추정 꼬리 상태 안좋음 새끼6-5,1566 호 관리 818 호 공고 2 개월 추정 꼬리 상태 안 좋 새끼
5434,444452202201565,[개] 믹스견,2022(년생),3(Kg),1565호(관리) 817호(공고) 2개월추정 새끼6-4,1565 호 관리 817 호 공고 2 개월 추정 새끼
5435,444452202201564,[개] 믹스견,2022(년생),3(Kg),1564호(관리) 816호(공고) 2개월추정 새끼6-3,1564 호 관리 816 호 공고 2 개월 추정 새끼
5436,444452202201563,[개] 믹스견,2022(년생),3(Kg),1563호(관리) 815호(공고) 2개월추정 꼬리 상태 안좋음  새끼6-2,1563 호 관리 815 호 공고 2 개월 추정 꼬리 상태 안 좋 새끼
5437,444452202201562,[개] 믹스견,2022(년생),3(Kg),1562호(관리) 814호(공고) 2개월추정 새끼6-1,1562 호 관리 814 호 공고 2 개월 추정 새끼
5438,444452202201561,[개] 믹스견,2020(년생),22(Kg),1561호(관리) 813호(공고) 경계심이 있음,1561 호 관리 813 호 공고 경계심 있음
5439,444452202201560,[고양이] 한국 고양이,2021(년생),3(Kg),1560호(관리) 812호(공고) 목주변 이물질 감겨있음,1560 호 관리 812 호 공고 목 주변 이물질 감기
5440,444449202201436,[고양이] 한국 고양이,2022(년생),0.3(Kg),"수유개체,30일령",수유 개체 30 일령
5441,444449202201435,[고양이] 러시안 블루,2017(년생),4.5(Kg),귀가 접혀있음 ,귀 접히
5442,443571202202432,[개] 믹스견,2020(년생),8(Kg),"갈색 장모의 털을 가지고, 겁이 많은 아이",갈색 장모 털 가지 겁 많 아이
5443,443571202202431,[개] 믹스견,2020(년생),3.7(Kg),"순하고 얌전한 아이, 신고자가 입양을 원함",순하 얌전 아이 신고자 입양 원하
5444,443571202202430,[개] 믹스견,2022(년생),0.9(Kg),"케이지 안에서 짖음 있음, 생후 한달령의 속눈썹이 매력적인 아이 ",케이지 안 짖 있음 생후 달 속눈썹 매력적 아이
5445,443448202200273,[개] 믹스견,2017(년생),17.50(Kg),272~273호 같이 유기한 것으로 보임,272 273 같이 유기 보이
5446,443448202200272,[개] 믹스견,2017(년생),17.50(Kg),272~273호 같이 유기한 것으로 보임,272 273 같이 유기 보이
5447,443448202200271,[개] 믹스견,2017(년생),14.00(Kg),경계심 있으나 입질은 없음,경계심 있 입질 없
5448,443440202200270,[개] 말티즈,2012(년생),2.5(Kg),"이름표 낭이, 전번 불분명",이름표 전번 불분명
5449,442434202200338,[개] 보더 콜리,2017(년생),10(Kg),순하고 귀여움,순하 귀엽
5450,442434202200337,[개] 믹스견,2018(년생),4(Kg),순하고 귀여움,순하 귀엽
5451,442433202200160,[개] 믹스견,2022(년생),1(Kg),보호소에서 태어난 6주령 새끼강아지,보호소 태어나 6 주령 새끼 강아지
5452,442433202200159,[개] 믹스견,2022(년생),1(Kg),보호소에서 태어난 6주령 새끼강아지,보호소 태어나 6 주령 새끼 강아지
5453,442433202200158,[개] 믹스견,2022(년생),1(Kg),보호소에서 태어난 6주령 새끼강아지,보호소 태어나 6 주령 새끼 강아지
5454,442433202200157,[개] 믹스견,2022(년생),1(Kg),보호소에서 태어난 6주령 새끼강아지,보호소 태어나 6 주령 새끼 강아지
5455,442433202200156,[개] 믹스견,2022(년생),1(Kg),보호소에서 태어난 6주령 새끼강아지,보호소 태어나 6 주령 새끼 강아지
5456,442433202200155,[개] 믹스견,2022(년생),11(Kg),보호소에서 태어난 6주령 새끼강아지,보호소 태어나 6 주령 새끼 강아지
5457,442429202200638,[고양이] 믹스묘,2022(년생),0.4~0.5(Kg),후지마비,후지 마비
5458,442429202200637,[개] 믹스견,2022(년생),2.5(Kg),30일령정도,30 일령 정도
5459,442429202200636,[개] 믹스견,2022(년생),1.4(Kg),30일령정도,30 일령 정도
5460,442429202200635,[개] 믹스견,2022(년생),1.5(Kg),30일령정도,30 일령 정도
5461,442429202200634,[개] 믹스견,2022(년생),1.7(Kg),30일령정도,30 일령 정도
5462,442429202200633,[개] 믹스견,2022(년생),1.5(Kg),30일령정도,30 일령 정도
5463,442429202200632,[개] 믹스견,2022(년생),1.5(Kg),30일령정도,30 일령 정도
5464,442429202200631,[고양이] 믹스묘,2022(년생),0.41(Kg),30일정도,30 일 정도
5465,442429202200630,[고양이] 믹스묘,2022(년생),0.40(Kg),30일정도,30 일 정도
5466,442429202200629,[고양이] 믹스묘,2022(년생),0.45(Kg),30일정도,30 일 정도
5467,442429202200628,[고양이] 믹스묘,2022(년생),0.42(Kg),30일정도,30 일 정도
5468,442429202200627,[고양이] 믹스묘,2022(년생),0.36(Kg),30일정도,30 일 정도
5469,442429202200626,[고양이] 믹스묘,2022(년생),0.40(Kg),30일정도,30 일 정도
5470,442420202200659,[고양이] 한국 고양이,2021(년생),2(Kg),"교통사고추정 기립불능, 시력없음",교통사고 추정 기립 불능 시력 없
5471,441553202202532,[개] 믹스견,2022(년생),3(Kg),"2~3개월추정, 입주변이 검음, 길쭉길쭉함",2 3 개월 추정 입 주변 검 길쭉길쭉 하
5472,441553202202531,[개] 믹스견,2022(년생),3(Kg),"2~3개월추정, 축쳐진귀, 얌전함",2 3 개월 추정 축 쳐지 귀 얌전
5473,441553202202529,[개] 믹스견,2022(년생),3(Kg),"2~3개월추정, 입주변이 검음, 흰양말",2 3 개월 추정 입 주변 검 희 양말
5474,441553202202528,[개] 믹스견,2022(년생),3(Kg),"2~3개월추정, 입주변이 검음, 길쭉길쭉함",2 3 개월 추정 입 주변 검 길쭉길쭉 하
5475,441553202202527,[개] 믹스견,2021(년생),15(Kg),"진도믹스견, 입주변이 살짝 검음, 순함, 겁이 많음",진도 믹스 견 입 주변 살짝 검 순 겁 많
5476,441553202202526,[고양이] 믹스묘,2019(년생),3(Kg),"폐렴정도가 심함, 염증수치가 굉장히 높음, 약물처치",폐렴 정도 심하 염증 수치 굉장히 높 약물 처치
5477,441553202202525,[개] 웰시 코기 카디건,2018(년생),15(Kg),"포동포동한 웰시코기, 각막에 상처가 조금 있음",포 동포 동한 웨 시 코 기 각막 상처 조금 있음
5478,441553202202524,[개] 믹스견,2022(년생),3(Kg),"어미견과 함께입소, 인절미색, 2~3개월추정",어미 견 함께 입소 인절미 색 2 3 개월 추정
5479,441553202202522,[개] 믹스견,2022(년생),3(Kg),"어미와함께입소, 입주변이 검음, 2~3개월추정",어미 함께 입소 입 주변 검 2 3 개월 추정
5480,441553202202520,[개] 믹스견,2022(년생),3(Kg),"어미와 함께 입소, 다리가 짧음, 네눈박이",어미 함께 입소 다리 짧 눈
5481,441553202202519,[개] 믹스견,2020(년생),5(Kg),"시츄를 닮은 믹스견, 새끼 3마리와 함께 입소",달 믹스 견 새끼 3 마리 함께 입소
5482,441553202202518,[개] 라브라도 리트리버,2019(년생),34(Kg),주인과 연락됨,주인 연락
5483,441553202202517,[개] 믹스견,2021(년생),17(Kg),"셰퍼트를 닮은 외모, 순하지만 터치하려면 허락이 필요함",닮 외모 순하 터치 허락 필요
5484,441553202202516,[기타축종] 기니피그,2022(년생),0.8(Kg),"집 채로 유기된 기니피그, 성별,나이 미상",집 채로 유기 기니 피그 성별 나이 미상
5485,441417202200956,[개] 믹스견,2017(년생),10(Kg),믹스견 순함 ,믹스 견 순
5486,441417202200955,[개] 골든 리트리버,2019(년생),15(Kg),순한 성격,순 성격
5487,441416202200535,[개] 치와와,2018(년생),2.0(Kg),"현리 우체국 주변 배회, 목줄/목걸이 X,  연갈색  점박이 무늬 있음",현리 우체국 주변 배회 목줄 목걸이 연갈색 점박이 무늬 있음
5488,441406202201094,[개] 믹스견,2018(년생),19.7(Kg),체인줄착용,체인 줄 착용
5489,441406202201093,[개] 믹스견,2019(년생),17.2(Kg),소심하고 겁많음. ,소심 겁 많
5490,441405202202622,[고양이] 한국 고양이,2022(년생),0.35(Kg),"네마리 함께 입소,반짝반짝 예쁜이,3주령",함께 입소 반짝반짝 예쁘 이 3 주령
5491,441405202202621,[고양이] 한국 고양이,2022(년생),0.28(Kg),"네마리 함께 입소,똘망똘망 깜직이,3주령",함께 입소 망 망 까 직 3 주령
5492,441405202202620,[고양이] 한국 고양이,2022(년생),0.26(Kg),"네마리 함께입소 ,아장아장 귀요미,3주령",함께 입소 아장아장 귀요 미 3 주령
5493,441405202202619,[고양이] 한국 고양이,2022(년생),0.2(Kg),"네마리 함께입소 ,작고 여린 사랑둥이,3주령",함께 입소 작 여리 사랑 3 주령
5494,441405202202618,[개] 믹스견,2022(년생),4.7(Kg),"이뽀 예뽀 뽀뽀~~사랑스러움의 끝판왕, 5개월령",뽀 뽀뽀 사랑 의 끝판 왕 5 개 월령
5495,441405202202617,[고양이] 러시안 블루,2018(년생),3.7(Kg),"간지나는 자태,비주얼도 성격도 최고!",간 지나 자태 비주얼 성격 최고
5496,441402202200452,[개] 비숑 프리제,2021(년생),4(Kg),"순함,활발함,칩있음",순 활발 칩 있음
5497,441399202202322,[개] 믹스견,2018(년생),13.5(Kg),검정색 목줄을 착용함.,검정색 목줄 착용
5498,441399202202321,[개] 믹스견,2017(년생),13.0(Kg),목줄이 없음.,목줄 없
5499,441399202202311,[고양이] 한국 고양이,2022(년생),1.8(Kg),후지골절,후지 골절
5500,441393202201878,[고양이] 한국 고양이,2021(년생),3(Kg),입소시 자연사,입 소시 자연사
5501,441393202201877,[고양이] 한국 고양이,2022(년생),0.8(Kg),안산역 지하차도에서 발견. 많이 마르고 기력없음,안산 역 지하 차도 발견 많이 마르 기력 없
5502,441393202201871,[개] 믹스견,2020(년생),7(Kg),"순함,미용돼있음,꼬리 끝에 말려있음",순 미용 있음 꼬리 끝 말리
5503,441391202202251,[개] 믹스견,2015(년생),4.5(Kg),"앞 이빨 없음, 신고자 입양 예약, 검정색 하네스를 하고 있음",앞 이빨 없 신고자 입양 예약 검정색 하 네스 하 있음
5504,441391202202250,[개] 믹스견,2022(년생),4.5(Kg),"4개월 추정, 귀엽다 ",4 개월 추정 귀엽
5505,441391202202249,[개] 믹스견,2022(년생),5(Kg),"4개월 추정, 귀엽다 ",4 개월 추정 귀엽
5506,441391202202248,[개] 말티즈,2020(년생),5.5(Kg),"유기 된 지 오래 되어 보임, 사람을 잘 따름",유기 되 오래 되 보임 사람 자
5507,441391202202245,[고양이] 한국 고양이,2019(년생),9(Kg),사람을 잘 따르며 순함,사람 잘 따르 순
5508,441391202202244,[개] 믹스견,2019(년생),13(Kg),순하고 사람을 잘 따름,순하 사람 자
5509,441391202202243,[개] 포메라니안,2020(년생),3.5(Kg),동물 정보 변경,동물 정보 변경
5510,441386202200897,[고양이] 한국 고양이,2022(년생),0.9(Kg),3개월추정. 후지를 잘 쓰지 못함. 골절확인,3 개월 추정 후지 잘 쓰 골절 확인
5511,441386202200896,[개] 비숑 프리제,2022(년생),3.2(Kg),4개월령.발랄함.내장칩 없음.,4 개 월령 발랄 내장 칩 없
5512,441378202201963,[기타축종] 거위,2021(년생),4(Kg),상태 관찰 요함,상태 관찰 요하
5513,441374202201089,[개] 라브라도 리트리버,2017(년생),24(Kg),내장칩 있음,내장 칩 있음
5514,441374202201088,[기타축종] 토끼,2021(년생),1.6(Kg),"눈병 있음, 귀에 구멍",눈병 있음 귀 구멍
5515,441374202201087,[고양이] 한국 고양이,2022(년생),0.16(Kg),　,
5516,431371202200476,[고양이] 한국 고양이,2021(년생),3.51(Kg),하반신마비,하반신 마비
5517,430367202200565,[개] 말티즈,2019(년생),3.00(Kg),상태양호,상태 양호
5518,430364202200270,[개] 믹스견,2017(년생),7(Kg), ,
5519,429363202200617,[고양이] 한국 고양이,2022(년생),0.8(Kg),"22-8052, 3개월, 허피스",3 개월 허 피스
5520,429363202200616,[기타축종] 토끼,2022(년생),1(Kg),22-9044,
5521,429363202200615,[개] 믹스견,2021(년생),14(Kg),"22-0987 덕구, 갈색 목줄 착용",덕 구 갈색 목줄 착용
5522,429362202200892,[개] 치와와,2020(년생),2.65(Kg),22-0988,
5523,429362202200891,[개] 말티즈,2018(년생),2.6(Kg),22-0986 우유,우유
5524,429362202200890,[고양이] 샴,2019(년생),3.3(Kg),22-4082,
5525,429362202200889,[고양이] 한국 고양이,2022(년생),0.1(Kg),22-8051,
5526,429362202200888,[고양이] 한국 고양이,2022(년생),0.1(Kg),22-8050,
5527,429361202200353,[개] 시베리안 허스키,2020(년생),16(Kg),22-0985 울프,울
5528,428354202201670,[고양이] 한국 고양이,2022(년생),0.07(Kg),"3일령, 어미잃은 자묘",3 일령 어미 잃 자 묘
5529,428354202201669,[고양이] 한국 고양이,2022(년생),0.07(Kg),"3일령, 어미잃은 자묘",3 일령 어미 잃 자 묘
5530,428349202200929,[고양이] 한국 고양이,2022(년생),0.4(Kg),1.5개월령추정 매우귀여움,1.5 개 월령 추정 매우 귀엽
5531,428349202200928,[개] 믹스견,2019(년생),6.00(Kg),매우순하고 착함.,매우 순하 착하
5532,428349202200927,[개] 푸들,2022(년생),1.00(Kg),비교적 양호한것으로 사료됨. ,비교적 양호 사료
5533,427348202200986,[개] 믹스견,2022(년생),2.35(Kg),장단모,장단
5534,427348202200985,[개] 믹스견,2022(년생),2.54(Kg),장단모,장단
5535,427348202200984,[개] 믹스견,2022(년생),2.34(Kg),장단모,장단
5536,427346202200995,[개] 믹스견,2022(년생),1.50(Kg),온순함,온순
5537,427346202200994,[고양이] 한국 고양이,2022(년생),0.3(Kg),"기력없음, 많이 야윔",기력 없 많이 야위
5538,427346202200991,[고양이] 한국 고양이,2022(년생),0.95(Kg),사람좋아함,사람 좋아하
5539,427346202200983,[고양이] 한국 고양이,2022(년생),0.30(Kg),활발하고장난잘침,활발 장난 잘 침
5540,427343202200852,[고양이] 한국 고양이,2022(년생),0.38(Kg),1개월령. 결막염. 마른 체형.,1 개 월령 결막염 마른 체형
5541,427343202200850,[고양이] 한국 고양이,2022(년생),0.7(Kg),2개월령,2 개 월령
5542,427343202200849,[고양이] 한국 고양이,2022(년생),0.68(Kg),6주 추정,6 주 추정
5543,427343202200846,[고양이] 한국 고양이,2022(년생),0.3(Kg),1개월령. 귀끝 흰색.,1 개 월령 귀 끝 흰색
5544,427341202200551,[고양이] 한국 고양이,2022(년생),0.2(Kg),순함,순
5545,427341202200550,[개] 믹스견,2021(년생),4(Kg),겁많음,겁 많
5546,426340202200494,[기타축종] ,2022(년생),0.7(Kg),특징 없음,특징 없
5547,426340202200493,[기타축종] ,2022(년생),0.1(Kg),특징 없음,특징 없
5548,426340202200492,[기타축종] ,2022(년생),0.11(Kg),특징없음,특징 없
5549,426340202200491,[기타축종] ,2022(년생),0.14(Kg),기력저하,기력 저하
5550,426340202200490,[기타축종] ,2022(년생),0.1(Kg),기력저하,기력 저하
5551,426340202200489,[기타축종] ,2022(년생),0.12(Kg),기력저하,기력 저하
5552,426340202200488,[개] 믹스견,2019(년생),15(Kg),예민함,예민
5553,426328202200387,[고양이] 한국 고양이,2022(년생),1.2(Kg),"매우 허약, 기력없음",매우 허약 기력 없
5554,411322202200546,[개] 믹스견,2022(년생),0.76(Kg),기립불능. 구토. 피부병. 서울시응급치료센터이송.,기립 불능 구토 피부병 서울시 응급 치료 센터 이송
5555,446485202200373,[개] 믹스견,2020(년생),10(Kg),"경계가 심하며 사나움, 파보장염검사 음성, 구충제복용",경계 심하 사나움 파 보장 염 검사 음성 구충 제복
5556,441408202200893,[고양이] 한국 고양이,2022(년생),0.34(Kg),"사진상 눈곱, 콧물",사진 눈곱 콧물
5557,431373202201245,[고양이] 한국 고양이,2022(년생),0.9(Kg),골반골절/자연치유중/병원진료후 입소,골반 골절 자연 치유 병원 진료 후 입소
5558,431373202201239,[개] 믹스견,2019(년생),9.8(Kg),임신추정/약간 경계심/발바리,임신 추정 약간 경계심 발바리
5559,431373202201238,[개] 믹스견,2019(년생),8.7(Kg),초록색 목테 착용,초록색 목 테 착용
5560,431373202201237,[개] 믹스견,2022(년생),2.2(Kg),3-4개월추정/진도믹스,개월 추정 진도 믹스
5561,431369202200660,[고양이] 한국 고양이,2022(년생),0.2(Kg),신생묘 ,신생 묘
5562,431369202200659,[고양이] 한국 고양이,2022(년생),0.2(Kg),신생묘 ,신생 묘
5563,428357202200971,[개] 믹스견,2022(년생),1.52(Kg),생후30일령,생후 30 일령
5564,428357202200970,[개] 믹스견,2022(년생),1.56(Kg),생후30일령,생후 30 일령
5565,428357202200969,[개] 믹스견,2022(년생),1.10(Kg),생후30일령,생후 30 일령
5566,428357202200968,[개] 믹스견,2022(년생),1.44(Kg),생후30일령,생후 30 일령
5567,428357202200967,[개] 믹스견,2022(년생),1.08(Kg),생후30일령,생후 30 일령
5568,428357202200965,[개] 믹스견,2022(년생),1.62(Kg),생후30일령,생후 30 일령
5569,426334202200852,[고양이] 카오마니,2019(년생),3.5(Kg),품종묘 추정,품 종묘 추정
5570,426334202200851,[고양이] 한국 고양이,2022(년생),0.47(Kg),허약,허약
5571,411309202200317,[개] 말티즈,2020(년생),2.9(Kg),허공보며지속적으로짖음.귀/꼬리제외하고미용됨.꼬리단미안됨.칩있음. 왼슬개골. 피부질환.,허공 보 지속적 짖 귀 꼬리 제외 미용 꼬리 단 미안 칩 있음 외 슬개골 피부 질환
5572,411309202200316,[개] 말티즈,2021(년생),3.3(Kg),눈곱. 순함/겁많음. 꼬리단미안됨. 털상태양호.,눈곱 순 겁 많 꼬리 단 미안 터 상태 양호
5573,448547202200655,[개] 믹스견,2022(년생),1(Kg),동복 6마리 함께 입소,동복 6 마리 함께 입소
5574,448547202200654,[개] 믹스견,2022(년생),1(Kg),동복 6마리 함께 입소,동복 6 마리 함께 입소
5575,448547202200653,[개] 믹스견,2022(년생),1(Kg),동복 6마리 함께 입소,동복 6 마리 함께 입소
5576,448547202200652,[개] 믹스견,2022(년생),1(Kg),동복 6마리 함께 입소,동복 6 마리 함께 입소
5577,448547202200651,[개] 믹스견,2022(년생),1(Kg),동복 6마리 함께 입소,동복 6 마리 함께 입소
5578,448547202200650,[개] 믹스견,2022(년생),1(Kg),동복 6마리 함께 입소,동복 6 마리 함께 입소
5579,448547202200649,[고양이] 한국 고양이,2022(년생),0.6(Kg),허피스 감염,허 피스 감염
5580,448542202201277,[개] 말티즈,2012(년생),4(Kg),2-321,
5581,448542202201276,[개] 믹스견,2018(년생),4.2(Kg),2-320/심장사상충 양성,심장 사상충 양성
5582,446494202200481,[개] 믹스견,2019(년생),20(Kg),"사람과 친화적이며,온순함",사람 친화 온순
5583,446494202200480,[개] 믹스견,2022(년생),2(Kg),"사람과 매우 친화적이며,애교가 많음",사람 매우 친화 애교 많
5584,446494202200479,[개] 믹스견,2018(년생),12(Kg),"사람과 매우 친화적이며,조금 예민함",사람 매우 친화 조금 예민
5585,446494202200478,[개] 믹스견,2018(년생),15(Kg),"사람과 매우 친화적이며,온순함",사람 매우 친화 온순
5586,446494202200477,[개] 믹스견,2020(년생),4(Kg),"사람과 매우 친화적이며,빨간 목줄을 착용중이다",사람 매우 친화 빨갛 목줄 착용 중이
5587,445478202200340,[개] 믹스견,2022(년생),2(Kg),3개월령 추정 경계심이 심하고 예민함,3 개 월령 추정 경계심 심하 예민
5588,445478202200339,[개] 믹스견,2022(년생),2(Kg),3개월령 추정 경계심이 심하고 예민함,3 개 월령 추정 경계심 심하 예민
5589,445478202200338,[개] 믹스견,2022(년생),2(Kg),3개월령 추정이며 경계심이 심하고 예민함,3 개 월령 추정 경계심 심하 예민
5590,445478202200337,[개] 믹스견,2022(년생),3(Kg),3개월령 추정 경계심이 심하고 예민함,3 개 월령 추정 경계심 심하 예민
5591,445478202200330,[개] 믹스견,2022(년생),4(Kg),6개월령 보더콜리 믹스로 보이고 다리가 짧음,6 개 월령 보더 콜리 믹스 보이 다리 짧
5592,442425202200359,[개] 믹스견,2017(년생),8.50(Kg),서면 동막리에서 구조,서면 동 막 리 구조
5593,431369202200655,[고양이] 한국 고양이,2022(년생),0.3(Kg),허약/살짝 결막염 ,허약 살짝 결막염
5594,428354202201678,[고양이] 한국 고양이,2022(년생),0.3(Kg),탈수및 기력저하 감기,탈수 및 기력 저하 감기
5595,428352202200456,[개] 말티즈,2007(년생),2(Kg),주인반환,주인 반환
5596,426336202200430,[고양이] 한국 고양이,2022(년생),0.5(Kg),"활발함, 귀여움",활발 귀엽
5597,426336202200429,[개] 시바,2018(년생),11(Kg),목줄 있음,목줄 있음
5598,426336202200428,[개] 믹스견,2019(년생),5.5(Kg),순함,순
5599,426336202200427,[개] 믹스견,2019(년생),10(Kg),군부대 유기견,군부대 유기 견
5600,426327202200335,[개] 믹스견,2022(년생),9(Kg),"3개월령 추정, 4마리 함께 발견, 제일 소심함",3 개 월령 추정 4 마리 함께 발견 제일 소심
5601,426327202200334,[개] 믹스견,2022(년생),8(Kg),"3개월령 추정, 귀 처짐, 4마리 함께 발견",3 개 월령 추정 귀 처 짐 4 마리 함께 발견
5602,426327202200333,[개] 믹스견,2022(년생),7(Kg),"3개월령 추정, 4마리 함께 발견",3 개 월령 추정 4 마리 함께 발견
5603,426327202200332,[개] 믹스견,2022(년생),8(Kg),"3개월령 추정, 4마리 함께 발견",3 개 월령 추정 4 마리 함께 발견
5604,426326202200597,[개] 믹스견,2019(년생),12(Kg),"검정색목걸이착용,온순한성격,사람을잘따름",검정색 목걸이 착용 온순 성격 사람 자
5605,411311202200624,[고양이] 한국 고양이,2022(년생),0.5(Kg),눈곱. 콧물. 털상태양호.,눈곱 콧물 터 상태 양호
5606,411311202200623,[고양이] 한국 고양이,2022(년생),0.5(Kg),눈곱. 콧물. 털상태양호.,눈곱 콧물 터 상태 양호
5607,411311202200622,[고양이] 한국 고양이,2022(년생),0.4(Kg),눈곱. 콧물. 털상태양호.,눈곱 콧물 터 상태 양호
5608,411311202200621,[고양이] 한국 고양이,2022(년생),0.4(Kg),눈곱. 콧물. 털상태양호.,눈곱 콧물 터 상태 양호
5609,411306202200622,[고양이] 한국 고양이,2020(년생),3.2(Kg),코검정. 등쪽탈모. 사람잘따름/온순. 털상태양호.,코 검정 쪽 탈모 사람 잘 따름 온순 터 상태 양호
5610,411306202200621,[고양이] 한국 고양이,2022(년생),0.3(Kg),눈곱. 콧물. 털상태양호. ,눈곱 콧물 터 상태 양호
5611,411306202200620,[고양이] 한국 고양이,2022(년생),0.3(Kg),눈곱. 콧물. 털상태양호. ,눈곱 콧물 터 상태 양호
5612,411306202200619,[고양이] 한국 고양이,2022(년생),0.3(Kg),눈곱. 콧물. 털상태양호. ,눈곱 콧물 터 상태 양호
5613,411306202200618,[고양이] 한국 고양이,2022(년생),0.3(Kg),눈곱. 콧물. 털상태양호. ,눈곱 콧물 터 상태 양호
5614,443446202200265,[개] 믹스견,2021(년생),6(Kg),건강하며 경계심이 있는편이다 ,건강 경계심 있
5615,443446202200264,[개] 믹스견,2014(년생),8(Kg),"성격이 아주 온순함, 심장사상충 감염상태",성격 아주 온순 심장 사상충 감염 상태
5616,443445202200470,[고양이] 한국 고양이,2022(년생),2.9(Kg),전반적건강양호,전반적 건강 양호
5617,431369202200654,[고양이] 샴,2019(년생),3.6(Kg),"온순함, 눈에 눈물 고이며 눈꼽 끼임, 구내염 증세",온순 눈 눈물 고이 눈꼽 끼이 구내염 증세
5618,448536202201810,[고양이] 한국 고양이,2022(년생),1(Kg),예쁜 새끼냥이,예쁘 새끼 냥
5619,448536202201809,[개] 믹스견,2021(년생),7(Kg),순하게 생긴 예쁜 아이,순하 생기 예쁘 아이
5620,448536202201808,[고양이] 한국 고양이,2022(년생),1(Kg),눈이 크고 예쁜 새끼냥이,눈 크 예쁘 새끼 냥
5621,431369202200653,[고양이] 한국 고양이,2022(년생),0.3(Kg),"하수구에 빠져 있었음,  마르고 기력없음",하수구 빠지 마르 기력 없
5622,431369202200652,[개] 믹스견,2020(년생),2.8(Kg),"테리어 믹스 추정,  외관이 깨끗함. 귀, 턱, 등 쪽이 황갈색",테리어 믹스 추정 외관 깨끗 귀 턱 등 황갈색
5623,426327202200329,[개] 믹스견,2016(년생),6.6(Kg),미용한지 오래됨,미용 오래되
5624,450650202203740,[고양이] 한국 고양이,2022(년생),0.9(Kg),개체관리번호 22667 - 5개월,개체 관리 번호 22667 5 개월
5625,450650202203739,[고양이] 한국 고양이,2022(년생),0.2(Kg),개체관리번호 22666 - 1개월,개체 관리 번호 22666 1 개월
5626,450650202203738,[고양이] 페르시안,2021(년생),2.8(Kg),개체관리번호 22665,개체 관리 번호 22665
5627,450650202203737,[개] 믹스견,2022(년생),19.5(Kg),개체관리번호 3128 - 10개월/경계심,개체 관리 번호 3128 10 개월 경계심
5628,450650202203736,[개] 믹스견,2021(년생),16(Kg),개체관리번호 3127 - 심장사상충/경계심,개체 관리 번호 3127 심장 사상충 경계심
5629,450650202203735,[개] 사모예드,2019(년생),17(Kg),개체관리번호 3126 - 경계심,개체 관리 번호 3126 경계심
5630,450650202203734,[개] 믹스견,2020(년생),15(Kg),개체관리번호 3124 - 경계심,개체 관리 번호 3124 경계심
5631,450650202203733,[개] 믹스견,2022(년생),11.7(Kg),개체관리번호 3123 - 10개월/빨노목줄/경계심,개체 관리 번호 3123 10 개월 빻 노 목줄 경계심
5632,450650202203732,[개] 믹스견,2022(년생),8.8(Kg),개체관리번호 3122 - 10개월/경계심,개체 관리 번호 3122 10 개월 경계심
5633,450650202203731,[개] 믹스견,2022(년생),5.2(Kg),개체관리번호 3121 - 4개월,개체 관리 번호 3121 4 개월
5634,450650202203730,[개] 믹스견,2022(년생),7.7(Kg),개체관리번호 3120 - 10개월/흰색목줄,개체 관리 번호 3120 10 개월 흰색 목줄
5635,448567202200834,[개] 믹스견,2021(년생),11.3(Kg),갈검색+흰색. 온순함,갈 검색 흰색 온순
5636,448544202200333,[개] 믹스견,2022(년생),3.8(Kg),순함,순
5637,448544202200332,[개] 믹스견,2020(년생),5.1(Kg),사람을 피함,사람 피하
5638,448543202200268,[개] 시츄,2017(년생),5(Kg),"얼굴쪽이 지저분함, 매우온순",얼굴 지저분 매우 온순
5639,448535202201364,[개] 믹스견,2017(년생),5.5(Kg),"1-802, 눈물자국이 심함, 영양상태 부족, 약간의 경계심이 있음",눈물 자국 심하 영양 상태 부족 약간 경계심 있음
5640,448535202201363,[개] 닥스훈트,2019(년생),5(Kg),"1-801, 온순하고 사람을 잘 따름, 애교가 많음, 독특한 털색깔",온순 사람 잘 따름 애교 많 독특 털 색깔
5641,448535202201362,[개] 믹스견,2015(년생),14(Kg),"1-800, 교통사고로 인한 외상, 움직임이 불편함, 다리골절 의심",교통사고 인하 외상 움직임 불편 다리 골절 의심
5642,446491202200174,[개] 믹스견,2020(년생),7(Kg),활발하며 사람을 잘따름,활발 사람 자
5643,446483202201066,[개] 믹스견,2022(년생),3(Kg),생후2개월정도보임,생후 2 개월 정도 보임
5644,446483202201065,[개] 믹스견,2022(년생),3(Kg),생후2개월정도보임,생후 2 개월 정도 보임
